rank,topic_id,topic,score,status,stated_parent,stated_share,plurality_parent,plurality_share,neighbour_count,input_sha256
3206,T11604,Ship Hydrodynamics and Maneuverability,0.0,insufficient_evidence,Ocean Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3207,T11605,Visual Attention and Saliency Detection,0.0,consistent,Computer Vision and Pattern Recognition,0.3,Computer Vision and Pattern Recognition,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3208,T11607,Microwave and Dielectric Measurement Techniques,0.0,consistent,Electrical and Electronic Engineering,0.4800970873786409,Electrical and Electronic Engineering,0.4800970873786409,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3209,T11611,Cyclopropane Reaction Mechanisms,0.0,consistent,Organic Chemistry,1.0,Organic Chemistry,1.0,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3210,T11612,Stochastic Gradient Optimization Techniques,0.0,consistent,Artificial Intelligence,0.19999999999999998,Artificial Intelligence,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3211,T11614,Cloud Data Security Solutions,0.0,consistent,Information Systems,0.6,Information Systems,0.6,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3212,T11615,Control and Dynamics of Mobile Robots,0.0,consistent,Control and Systems Engineering,0.5883408071748879,Control and Systems Engineering,0.5883408071748879,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3213,T11616,Autoimmune and Inflammatory Disorders Research,0.0,insufficient_evidence,Hematology,0.0,Ophthalmology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3214,T11617,Enzyme Production and Characterization,0.0,insufficient_evidence,Biotechnology,0.0,Applied Microbiology and Biotechnology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3215,T11619,Combustion and Detonation Processes,0.0,insufficient_evidence,Aerospace Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3216,T11621,Fiscal Policies and Political Economy,0.0,consistent,Economics and Econometrics,0.44,Economics and Econometrics,0.44,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3217,T11622,Maritime Navigation and Safety,0.0,insufficient_evidence,Ocean Engineering,0.0,Computer Vision and Pattern Recognition,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3218,T11623,Hyperglycemia and glycemic control in critically ill and hospitalized patients,0.0,consistent,"Endocrinology, Diabetes and Metabolism",0.2923076923076923,"Endocrinology, Diabetes and Metabolism",0.2923076923076923,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3219,T11625,Abdominal vascular conditions and treatments,0.0,consistent,Surgery,0.2,Surgery,0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3220,T11626,Metalloenzymes and iron-sulfur proteins,0.0,consistent,"Renewable Energy, Sustainability and the Environment",0.3333333333333333,"Renewable Energy, Sustainability and the Environment",0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3221,T11627,Autoimmune Neurological Disorders and Treatments,0.0,consistent,Neurology,0.2153846153846154,Neurology,0.2153846153846154,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3222,T11628,Myeloproliferative Neoplasms: Diagnosis and Treatment,0.0,insufficient_evidence,Genetics,0.0,Neurology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3223,T11632,Family and Disability Support Research,0.0,consistent,Clinical Psychology,0.32727272727272727,Clinical Psychology,0.32727272727272727,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3224,T11633,Prenatal Substance Exposure Effects,0.0,insufficient_evidence,"Pediatrics, Perinatology and Child Health",0.0,Cognitive Neuroscience,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3225,T11635,Poisoning and overdose treatments,0.0,insufficient_evidence,Emergency Medicine,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3226,T11637,Advanced Semiconductor Detectors and Materials,0.0,insufficient_evidence,Electrical and Electronic Engineering,0.0,Nuclear and High Energy Physics,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3227,T11638,Cardiac tumors and thrombi,0.0,consistent,Cardiology and Cardiovascular Medicine,0.4444444444444444,Cardiology and Cardiovascular Medicine,0.4444444444444444,9,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3228,T11639,Mental Health and Patient Involvement,0.0,consistent,General Health Professions,0.2222222222222222,General Health Professions,0.2222222222222222,9,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3229,T11644,Spam and Phishing Detection,0.0,insufficient_evidence,Information Systems,0.18,Signal Processing,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3230,T11645,"Urban, Neighborhood, and Segregation Studies",0.0,consistent,Sociology and Political Science,0.4,Sociology and Political Science,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3231,T11650,Skin and Cellular Biology Research,0.0,insufficient_evidence,Cell Biology,0.0,Molecular Biology,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3232,T11652,Imbalanced Data Classification Techniques,0.0,consistent,Artificial Intelligence,0.3,Artificial Intelligence,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3233,T11654,Advanced Mathematical Physics Problems,0.0,insufficient_evidence,Mathematical Physics,0.0,Statistical and Nonlinear Physics,1.0,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3234,T11657,Digital and Traditional Archives Management,0.0,insufficient_evidence,Conservation,0.0,General Arts and Humanities,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3235,T11658,Esophageal and GI Pathology,0.0,insufficient_evidence,Surgery,1.0,Surgery,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3236,T11660,Blood groups and transfusion,0.0,consistent,Hematology,0.4,Hematology,0.4,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3237,T11661,Copper Interconnects and Reliability,0.0,consistent,"Electronic, Optical and Magnetic Materials",0.2,"Electronic, Optical and Magnetic Materials",0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3238,T11663,Viral Infectious Diseases and Gene Expression in Insects,0.0,consistent,Molecular Biology,0.16666666666666666,Molecular Biology,0.16666666666666666,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3239,T11665,Animal Vocal Communication and Behavior,0.0,insufficient_evidence,Developmental Biology,0.0,"Ecology, Evolution, Behavior and Systematics",0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3240,T11667,Advanced Chemical Sensor Technologies,0.0,insufficient_evidence,Biomedical Engineering,0.0,Process Chemistry and Technology,0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3241,T11668,interferon and immune responses,0.0,consistent,Immunology,0.4,Immunology,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3242,T11669,Head and Neck Surgical Oncology,0.0,insufficient_evidence,Surgery,0.0,"Endocrinology, Diabetes and Metabolism",0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3243,T11670,Pressure Ulcer Prevention and Management,0.0,insufficient_evidence,Occupational Therapy,0.0,Neurology,0.1872262773722628,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3244,T11671,Fuzzy and Soft Set Theory,0.0,consistent,Management Science and Operations Research,0.2,Management Science and Operations Research,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3245,T11673,Advanced Topics in Algebra,0.0,insufficient_evidence,Algebra and Number Theory,0.0,Mathematical Physics,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3246,T11674,Sports Analytics and Performance,0.0,consistent,Economics and Econometrics,0.5,Economics and Econometrics,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3247,T11675,Open Source Software Innovations,0.0,insufficient_evidence,Computer Science Applications,0.08181818181818182,Strategy and Management,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3248,T11676,Parental Involvement in Education,0.0,consistent,Education,0.5,Education,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3249,T11677,Congenital heart defects research,0.0,consistent,Molecular Biology,0.16666666666666666,Molecular Biology,0.16666666666666666,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3250,T11682,Advanced Condensed Matter Physics,0.0,consistent,Condensed Matter Physics,0.2,Condensed Matter Physics,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3251,T11683,Quantum and Classical Electrodynamics,0.0,insufficient_evidence,"Atomic and Molecular Physics, and Optics",0.0,Mathematical Physics,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3252,T11684,Vibrio bacteria research studies,0.0,insufficient_evidence,Endocrinology,0.0,Pathology and Forensic Medicine,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3253,T11689,Adversarial Robustness in Machine Learning,0.0,consistent,Artificial Intelligence,0.38999999999999996,Artificial Intelligence,0.38999999999999996,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3254,T11690,Advanced battery technologies research,0.0,consistent,Electrical and Electronic Engineering,0.4333333333333334,Electrical and Electronic Engineering,0.4333333333333334,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3255,T11692,Noise Effects and Management,0.0,insufficient_evidence,Speech and Hearing,0.0,"Public Health, Environmental and Occupational Health",0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3256,T11694,Fluid Dynamics Simulations and Interactions,0.0,consistent,Computational Mechanics,0.41818181818181815,Computational Mechanics,0.41818181818181815,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3257,T11695,South African History and Culture,0.0,consistent,Sociology and Political Science,0.42727272727272725,Sociology and Political Science,0.42727272727272725,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3258,T11696,Conflict Management and Negotiation,0.0,consistent,Sociology and Political Science,0.3835616438356164,Sociology and Political Science,0.3835616438356164,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3259,T11697,Numerical Methods and Algorithms,0.0,insufficient_evidence,Computational Theory and Mathematics,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3260,T11700,Hemodynamic Monitoring and Therapy,0.0,insufficient_evidence,Surgery,1.0,Surgery,1.0,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3261,T11702,Parasitic Diseases Research and Treatment,0.0,consistent,Infectious Diseases,0.3333333333333333,Infectious Diseases,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3262,T11703,"Rings, Modules, and Algebras",0.0,insufficient_evidence,Algebra and Number Theory,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3263,T11706,Forensic Entomology and Diptera Studies,0.0,insufficient_evidence,Insect Science,0.0,Agronomy and Crop Science,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3264,T11707,Gaze Tracking and Assistive Technology,0.0,consistent,Human-Computer Interaction,0.27,Human-Computer Interaction,0.27,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3265,T11708,Photochromic and Fluorescence Chemistry,0.0,consistent,Materials Chemistry,0.2,Materials Chemistry,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3266,T11711,COVID-19 Pandemic Impacts,0.0,insufficient_evidence,Economics and Econometrics,0.0,Global and Planetary Change,0.10555555555555556,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3267,T11712,Intergenerational Family Dynamics and Caregiving,0.0,consistent,Sociology and Political Science,0.15833333333333333,Sociology and Political Science,0.15833333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3268,T11713,Genital Health and Disease,0.0,consistent,Surgery,0.3,Surgery,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3269,T11715,Education and Critical Thinking Development,0.0,consistent,Education,0.43846153846153846,Education,0.43846153846153846,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3270,T11716,Random Matrices and Applications,0.0,consistent,Statistics and Probability,0.25,Statistics and Probability,0.25,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3271,T11717,Postcolonial and Cultural Literary Studies,0.0,consistent,Literature and Literary Theory,0.29285714285714287,Literature and Literary Theory,0.29285714285714287,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3272,T11718,Physical Education and Pedagogy,0.0,consistent,"Physical Therapy, Sports Therapy and Rehabilitation",0.15833333333333333,"Physical Therapy, Sports Therapy and Rehabilitation",0.15833333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3273,T11724,Inflammatory Myopathies and Dermatomyositis,0.0,insufficient_evidence,Epidemiology,0.0,Pathology and Forensic Medicine,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3274,T11726,Organizational Management and Innovation,0.0,consistent,Organizational Behavior and Human Resource Management,0.32105263157894737,Organizational Behavior and Human Resource Management,0.32105263157894737,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3275,T11728,Thyroid and Parathyroid Surgery,0.0,consistent,Surgery,0.4444444444444444,Surgery,0.4444444444444444,9,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3276,T11731,Global Health and Surgery,0.0,insufficient_evidence,"Public Health, Environmental and Occupational Health",0.16363636363636364,Health,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3277,T11732,Assisted Reproductive Technology and Twin Pregnancy,0.0,insufficient_evidence,"Pediatrics, Perinatology and Child Health",0.0,Reproductive Medicine,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3278,T11739,Microwave Imaging and Scattering Analysis,0.0,insufficient_evidence,Biomedical Engineering,0.0,"Radiology, Nuclear Medicine and Imaging",0.34545454545454546,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3279,T11740,Geochemistry and Elemental Analysis,0.0,insufficient_evidence,Geochemistry and Petrology,0.09,Environmental Chemistry,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3280,T11742,Economic Theory and Policy,0.0,consistent,"General Economics, Econometrics and Finance",0.30510948905109486,"General Economics, Econometrics and Finance",0.30510948905109486,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3281,T11743,Political Economy and Marxism,0.0,consistent,Sociology and Political Science,0.32105263157894737,Sociology and Political Science,0.32105263157894737,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3282,T11746,Inorganic and Organometallic Chemistry,0.0,consistent,Organic Chemistry,0.7870503597122301,Organic Chemistry,0.7870503597122301,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3283,T11747,Metal-Catalyzed Oxygenation Mechanisms,0.0,insufficient_evidence,Inorganic Chemistry,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3284,T11748,Organophosphorus compounds synthesis,0.0,consistent,Organic Chemistry,0.7357142857142858,Organic Chemistry,0.7357142857142858,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3285,T11749,Iterative Learning Control Systems,0.0,consistent,Control and Systems Engineering,0.4444444444444444,Control and Systems Engineering,0.4444444444444444,9,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3286,T11750,Phytoplasmas and Hemiptera pathogens,0.0,consistent,Plant Science,0.5,Plant Science,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3287,T11751,Lattice Boltzmann Simulation Studies,0.0,consistent,Computational Mechanics,0.5,Computational Mechanics,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3288,T11752,Cancer Treatment and Pharmacology,0.0,consistent,Oncology,0.1,Oncology,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3289,T11753,Forest Management and Policy,0.0,consistent,Global and Planetary Change,0.2,Global and Planetary Change,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3290,T11754,SARS-CoV-2 detection and testing,0.0,consistent,Infectious Diseases,0.24545454545454545,Infectious Diseases,0.24545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3291,T11758,Organic and Molecular Conductors Research,0.0,consistent,"Electronic, Optical and Magnetic Materials",0.30833333333333335,"Electronic, Optical and Magnetic Materials",0.30833333333333335,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3292,T11761,Resilience and Mental Health,0.0,consistent,Clinical Psychology,0.4642857142857143,Clinical Psychology,0.4642857142857143,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3293,T11762,"Law, Economics, and Judicial Systems",0.0,consistent,Economics and Econometrics,0.28,Economics and Econometrics,0.28,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3294,T11763,Intracerebral and Subarachnoid Hemorrhage Research,0.0,consistent,Neurology,0.3,Neurology,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3295,T11764,Evolution and Genetic Dynamics,0.0,consistent,Genetics,0.24545454545454545,Genetics,0.24545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3296,T11765,Circular RNAs in diseases,0.0,consistent,Molecular Biology,0.33636363636363636,Molecular Biology,0.33636363636363636,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3297,T11769,Copyright and Intellectual Property,0.0,consistent,Marketing,0.3,Marketing,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3298,T11770,Fiscal Policy and Economic Growth,0.0,consistent,Economics and Econometrics,0.65,Economics and Econometrics,0.65,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3299,T11771,Plant Pathogens and Resistance,0.0,consistent,Plant Science,0.2545454545454545,Plant Science,0.2545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3300,T11774,Adsorption and Cooling Systems,0.0,insufficient_evidence,Mechanical Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3301,T11776,Irish and British Studies,0.0,consistent,Sociology and Political Science,0.2637837837837838,Sociology and Political Science,0.2637837837837838,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3302,T11777,Fixed Point Theorems Analysis,0.0,insufficient_evidence,Geometry and Topology,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3303,T11778,Electrical and Bioimpedance Tomography,0.0,insufficient_evidence,Electrical and Electronic Engineering,0.0,Computer Vision and Pattern Recognition,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3304,T11779,Higher Education and Employability,0.0,consistent,Education,0.2,Education,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3305,T11781,Wastewater Treatment and Reuse,0.0,insufficient_evidence,Waste Management and Disposal,0.09,Environmental Engineering,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3306,T11784,CO2 Reduction Techniques and Catalysts,0.0,consistent,"Renewable Energy, Sustainability and the Environment",0.33636363636363636,"Renewable Energy, Sustainability and the Environment",0.33636363636363636,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3307,T11785,Nausea and vomiting management,0.0,consistent,Surgery,0.3,Surgery,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3308,T11790,N-Heterocyclic Carbenes in Organic and Inorganic Chemistry,0.0,consistent,Organic Chemistry,0.6833333333333333,Organic Chemistry,0.6833333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3309,T11791,Microbial Community Ecology and Physiology,0.0,insufficient_evidence,Ecology,0.0,Periodontics,0.41304347826086957,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3310,T11792,Pharmaceutical Economics and Policy,0.0,insufficient_evidence,Economics and Econometrics,0.0,"General Economics, Econometrics and Finance",0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3311,T11794,Early Modern Spanish Literature,0.0,consistent,Literature and Literary Theory,0.2121212121212121,Literature and Literary Theory,0.2121212121212121,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3312,T11797,graph theory and CDMA systems,0.0,insufficient_evidence,Electrical and Electronic Engineering,0.0,Computer Networks and Communications,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3313,T11800,User Authentication and Security Systems,0.0,consistent,Information Systems,0.36153846153846153,Information Systems,0.36153846153846153,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3314,T11801,Reservoir Engineering and Simulation Methods,0.0,insufficient_evidence,Ocean Engineering,0.0,Atmospheric Science,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3315,T11803,Superconducting and THz Device Technology,0.0,insufficient_evidence,Astronomy and Astrophysics,0.0,Biomedical Engineering,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3316,T11808,Superconducting Materials and Applications,0.0,insufficient_evidence,Biomedical Engineering,0.0,Condensed Matter Physics,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3317,T11810,Complex Systems and Decision Making,0.0,consistent,Management Science and Operations Research,0.17272727272727273,Management Science and Operations Research,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3318,T11812,Nasal Surgery and Airway Studies,0.0,insufficient_evidence,Surgery,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3319,T11814,Advanced Manufacturing and Logistics Optimization,0.0,insufficient_evidence,Industrial and Manufacturing Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3320,T11816,Nursing Roles and Practices,0.0,consistent,General Health Professions,0.46,General Health Professions,0.46,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3321,T11819,Data-Driven Disease Surveillance,0.0,insufficient_evidence,Epidemiology,0.0,Management Information Systems,0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3322,T11822,Analytic and geometric function theory,0.0,insufficient_evidence,Geometry and Topology,0.0,Artificial Intelligence,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3323,T11824,Injury Epidemiology and Prevention,0.0,consistent,"Public Health, Environmental and Occupational Health",0.18666666666666668,"Public Health, Environmental and Occupational Health",0.18666666666666668,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3324,T11827,Polyomavirus and related diseases,0.0,consistent,Oncology,0.4,Oncology,0.4,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3325,T11831,Chemical Synthesis and Reactions,0.0,consistent,Organic Chemistry,0.3357142857142857,Organic Chemistry,0.3357142857142857,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3326,T11832,Doctoral Education Challenges and Solutions,0.0,insufficient_evidence,General Health Professions,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3327,T11833,Spinal Dysraphism and Malformations,0.0,insufficient_evidence,"Public Health, Environmental and Occupational Health",0.0,Surgery,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3328,T11835,Sustainability in Higher Education,0.0,consistent,Education,0.4,Education,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3329,T11836,Bryophyte Studies and Records,0.0,consistent,"Ecology, Evolution, Behavior and Systematics",0.7999999999999999,"Ecology, Evolution, Behavior and Systematics",0.7999999999999999,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3330,T11838,"Crime, Illicit Activities, and Governance",0.0,insufficient_evidence,Sociology and Political Science,0.075,Information Systems,0.15833333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3331,T11840,Pain Management and Treatment,0.0,insufficient_evidence,Anesthesiology and Pain Medicine,0.0,Pathology and Forensic Medicine,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3332,T11841,Nuclear Structure and Function,0.0,insufficient_evidence,Molecular Biology,0.0,Oncology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3333,T11842,Ultrasound and Cavitation Phenomena,0.0,consistent,Materials Chemistry,0.36726457399103146,Materials Chemistry,0.36726457399103146,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3334,T11843,Family Business Performance and Succession,0.0,consistent,Organizational Behavior and Human Resource Management,0.18888888888888888,Organizational Behavior and Human Resource Management,0.18888888888888888,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3335,T11844,Lipid metabolism and biosynthesis,0.0,insufficient_evidence,Biochemistry,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3336,T11851,Electromagnetic Compatibility and Measurements,0.0,insufficient_evidence,Electrical and Electronic Engineering,1.0,Electrical and Electronic Engineering,1.0,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
3337,T11852,Clay minerals and soil interactions,0.0,consistent,Biomaterials,0.5762162162162162,Biomaterials,0.5762162162162162,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
